"species_id","site_id","year","psi.mean","psi.median","bin","Site.Code"
2243,32,2012,0.592404080727434,0.6,"Leopoldamys sabanus","PSH"
2396,32,2012,0.219106231980483,0.2,"Macaca fascicularis","PSH"
2403,32,2012,0.732058106010202,0.733333333333333,"Macaca nemestrina","PSH"
2467,32,2012,0.0413547094188377,0.038076152304609,"Manis javanica","PSH"
2511,32,2012,0.0413547094188377,0.038076152304609,"Martes flavigula","PSH"
2930,32,2012,0.00992585170340674,0.006012024048096,"Muntiacus montanus","PSH"
2931,32,2012,0.46905078731426,0.466666666666667,"Muntiacus muntjak","PSH"
3241,32,2012,0.00992585170340674,0.006012024048096,"Neofelis nebulosa","PSH"
3611,32,2012,0.0413547094188377,0.038076152304609,"Paguma larvata","PSH"
3618,32,2012,0.0247014028056112,0.022044088176353,"Panthera pardus","PSH"
3673,32,2012,0.00992585170340674,0.006012024048096,"Pardofelis marmorata","PSH"
3674,32,2012,0.0413547094188377,0.038076152304609,"Pardofelis temminckii","PSH"
4077,32,2012,0.0413547094188377,0.038076152304609,"Presbytis siamensis","PSH"
4080,32,2012,0.0752905811623246,0.072144288577154,"Prionailurus bengalensis","PSH"
4081,32,2012,0.00992585170340674,0.006012024048096,"Prionailurus planiceps","PSH"
4084,32,2012,0.0598016032064128,0.05811623246493,"Prionodon linsang","PSH"
4513,32,2012,0.0247014028056112,0.022044088176353,"Rhinosciurus laticaudatus","PSH"
4534,32,2012,0.00992585170340674,0.006012024048096,"Rhizomys sumatrensis","PSH"
4579,32,2012,0.0247014028056112,0.022044088176353,"Rusa unicolor","PSH"
4994,32,2012,0.0413547094188377,0.038076152304609,"Sundasciurus hippurus","PSH"
5016,32,2012,0.630184076291861,0.633333333333333,"Sus scrofa","PSH"
5167,32,2012,0.625559991128853,0.611111111111111,"Tapirus indicus","PSH"
5319,32,2012,0.319017520514526,0.311111111111111,"Tragulus kanchil","PSH"
5356,32,2012,0.183000665335995,0.177777777777778,"Tupaia glis","PSH"
5436,32,2012,0.00992585170340674,0.006012024048096,"Viverra zibetha","PSH"
5815,32,2012,0.114218436873747,0.112224448897796,"Gallus gallus","PSH"
5828,32,2012,0.00992585170340674,0.006012024048096,"Lophura ignita","PSH"
5855,32,2012,0.0413547094188377,0.038076152304609,"Argusianus argus","PSH"
7497,32,2012,0.0247014028056112,0.022044088176353,"Chalcophaps indica","PSH"
