Site.Code,Sampling.Unit.Name,Elevation,EdgeDist,Active
RNF,CT-RNF-3-13,1203,2036,t
RNF,CT-RNF-3-14,1188,1591,t
RNF,CT-RNF-3-15,1279,2590,t
RNF,CT-RNF-3-16,1114,1994,t
RNF,CT-RNF-3-17,1227,2200,t
RNF,CT-RNF-3-18,1121,2168,t
RNF,CT-RNF-3-19,1010,990,t
RNF,CT-RNF-3-20,1110,1453,t
UDZ,CT-UDZ-1-01,1329,489,t
UDZ,CT-UDZ-1-02,726,339,t
UDZ,CT-UDZ-1-03,391,326,t
UDZ,CT-UDZ-1-04,1468,260,t
UDZ,CT-UDZ-1-05,1424,114,t
UDZ,CT-UDZ-1-06,1343,353,t
UDZ,CT-UDZ-1-07,972,336,t
UDZ,CT-UDZ-1-08,642,413,t
UDZ,CT-UDZ-1-09,1370,241,t
UDZ,CT-UDZ-1-10,1362,264,t
UDZ,CT-UDZ-1-11,1283,224,t
UDZ,CT-UDZ-1-12,879,808,t
UDZ,CT-UDZ-1-13,1297,632,t
UDZ,CT-UDZ-1-14,1173,545,f
UDZ,CT-UDZ-1-14.1,1279,495,t
UDZ,CT-UDZ-1-15,913,382,t
UDZ,CT-UDZ-1-16,731,15,t
UDZ,CT-UDZ-1-17,687,325,t
UDZ,CT-UDZ-1-18,954,342,t
UDZ,CT-UDZ-1-19,556,230,t
UDZ,CT-UDZ-1-20,525,66,t
UDZ,CT-UDZ-2-01,887,52,t
UDZ,CT-UDZ-2-02,888,240,t
UDZ,CT-UDZ-2-03,1107,688,t
UDZ,CT-UDZ-2-04,640,629,t
UDZ,CT-UDZ-2-05,1499,226,t
UDZ,CT-UDZ-2-06,1415,197,t
UDZ,CT-UDZ-2-07,1463,696,t
UDZ,CT-UDZ-2-08,1232,1306,t
UDZ,CT-UDZ-2-09,777,829,t
UDZ,CT-UDZ-2-10,378,302,t
UDZ,CT-UDZ-2-11,1586,233,t
UDZ,CT-UDZ-2-12,1798,329,t
UDZ,CT-UDZ-2-13,1675,62,t
UDZ,CT-UDZ-2-14,1239,33,t
UDZ,CT-UDZ-2-15,1122,452,t
UDZ,CT-UDZ-2-16,680,5,t
UDZ,CT-UDZ-2-17,1277,616,t
UDZ,CT-UDZ-2-18,1463,714,t
UDZ,CT-UDZ-2-19,1733,311,t
UDZ,CT-UDZ-2-20,1423,269,t
UDZ,CT-UDZ-3-01,1377,1442,t
UDZ,CT-UDZ-3-02,1016,705,t
UDZ,CT-UDZ-3-03,561,313,t
UDZ,CT-UDZ-3-04,1400,1038,t
UDZ,CT-UDZ-3-05,1462,101,t
UDZ,CT-UDZ-3-06,1522,655,t
UDZ,CT-UDZ-3-07,1355,2062,t
UDZ,CT-UDZ-3-08,1108,1341,t
UDZ,CT-UDZ-3-09,566,13,t
UDZ,CT-UDZ-3-10,1374,1014,t
UDZ,CT-UDZ-3-11,1282,1655,t
UDZ,CT-UDZ-3-12,1027,2605,t
UDZ,CT-UDZ-3-13,709,323,t
UDZ,CT-UDZ-3-14,1358,680,t
UDZ,CT-UDZ-3-15,1265,2067,t
UDZ,CT-UDZ-3-16,1109,2998,t
UDZ,CT-UDZ-3-17,728,463,t
UDZ,CT-UDZ-3-18,1724,903,t
UDZ,CT-UDZ-3-19,1756,2276,t
UDZ,CT-UDZ-3-20,1488,2489,t
VB-,CT-VB-1-1,49,64,t
VB-,CT-VB-1-10,102,1135,t
VB-,CT-VB-1-11,102,847,t
VB-,CT-VB-1-12,73,19,t
VB-,CT-VB-1-13,121,706,t
VB-,CT-VB-1-14,63,57,t
VB-,CT-VB-1-15,122,1523,t
VB-,CT-VB-1-16,144,1874,t
VB-,CT-VB-1-17,142,632,t
VB-,CT-VB-1-18,169,1035,t
VB-,CT-VB-1-19,172,321,t
VB-,CT-VB-1-2,62,45,t
VB-,CT-VB-1-20,189,10,t
VB-,CT-VB-1-3,67,306,t
VB-,CT-VB-1-4,64,822,t
VB-,CT-VB-1-5,63,114,t
VB-,CT-VB-1-6,83,298,t
VB-,CT-VB-1-7,119,256,t
VB-,CT-VB-1-8,104,454,t
VB-,CT-VB-1-9,130,1196,t
VB-,CT-VB-2-1,228,44,t
VB-,CT-VB-2-10,389,1142,t
VB-,CT-VB-2-11,403,1364,t
VB-,CT-VB-2-12,503,1365,t
VB-,CT-VB-2-13,527,815,t
VB-,CT-VB-2-14,585,147,t
VB-,CT-VB-2-15,680,519,t
VB-,CT-VB-2-16,767,1026,t
VB-,CT-VB-2-17,453,599,t
VB-,CT-VB-2-18,504,1486,t
VB-,CT-VB-2-19,575,60,t
VB-,CT-VB-2-2,246,34,t
VB-,CT-VB-2-20,593,885,t
VB-,CT-VB-2-3,291,73,t
VB-,CT-VB-2-4,335,279,t
VB-,CT-VB-2-5,367,439,t
VB-,CT-VB-2-6,376,260,t
VB-,CT-VB-2-7,436,465,t
VB-,CT-VB-2-8,383,1419,t
VB-,CT-VB-2-9,315,1179,t
VB-,CT-VB-3-1,884,108,t
VB-,CT-VB-3-10,1525,2456,t
VB-,CT-VB-3-11,1597,1545,t
VB-,CT-VB-3-12,1691,974,t
VB-,CT-VB-3-13,1793,1056,t
VB-,CT-VB-3-14,1873,1015,t
VB-,CT-VB-3-15,1882,652,t
VB-,CT-VB-3-16,2026,805,t
VB-,CT-VB-3-17,2057,25,t
VB-,CT-VB-3-18,2400,740,t
VB-,CT-VB-3-19,2453,294,t
VB-,CT-VB-3-2,827,25,t
VB-,CT-VB-3-20,2569,26,t
VB-,CT-VB-3-3,733,38,t
VB-,CT-VB-3-4,882,695,t
VB-,CT-VB-3-5,994,702,t
VB-,CT-VB-3-6,1096,898,t
VB-,CT-VB-3-7,1205,1565,t
VB-,CT-VB-3-8,1289,2215,t
VB-,CT-VB-3-9,1433,2679,t
YAN,CT-YAN-1-01,590,643,t
YAN,CT-YAN-1-02,626,626,t
YAN,CT-YAN-1-03,787,1512,t
YAN,CT-YAN-1-04,661,2003,t
YAN,CT-YAN-1-05,513,1431,t
YAN,CT-YAN-1-06,415,531,t
YAN,CT-YAN-1-07,410,303,t
YAN,CT-YAN-1-08,873,1716,t
YAN,CT-YAN-1-09,801,2462,t
YAN,CT-YAN-1-10,701,2940,t
YAN,CT-YAN-1-11,529,3231,t
YAN,CT-YAN-1-12,490,2616,t
YAN,CT-YAN-1-13,471,2305,t
YAN,CT-YAN-1-14,490,1078,t
YAN,CT-YAN-1-15,385,165,t
YAN,CT-YAN-1-16,741,2956,t
YAN,CT-YAN-1-17,743,3713,t
YAN,CT-YAN-1-18,774,4365,t
YAN,CT-YAN-1-19,772,4520,t
YAN,CT-YAN-1-20,993,3790,t
YAN,CT-YAN-1-21,575,2822,t
YAN,CT-YAN-1-22,438,1818,t
YAN,CT-YAN-1-23,429,461,t
YAN,CT-YAN-1-24,592,2020,t
YAN,CT-YAN-1-25,479,2092,t
YAN,CT-YAN-1-26,471,757,t
YAN,CT-YAN-1-27,455,324,t
YAN,CT-YAN-1-28,509,706,t
YAN,CT-YAN-1-29,455,601,t
YAN,CT-YAN-1-30,433,327,t
YAN,CT-YAN-2-01,1126,4137,t
YAN,CT-YAN-2-02,1045,4754,t
YAN,CT-YAN-2-03,869,4553,t
YAN,CT-YAN-2-04,934,3485,t
YAN,CT-YAN-2-05,781,2572,t
YAN,CT-YAN-2-06,907,4897,t
YAN,CT-YAN-2-07,861,3663,t
YAN,CT-YAN-2-08,801,2579,t
YAN,CT-YAN-2-09,882,1524,t
YAN,CT-YAN-2-10,657,660,t
YAN,CT-YAN-2-11,1129,4361,t
YAN,CT-YAN-2-12,1011,3092,t
YAN,CT-YAN-2-13,777,1782,t
YAN,CT-YAN-2-14,725,538,t
YAN,CT-YAN-2-15,583,526,t
YAN,CT-YAN-2-16,618,519,f
YAN,CT-YAN-2-16.1,651,553,t
YAN,CT-YAN-2-17,432,572,f
YAN,CT-YAN-2-17.1,432,559,t
YAN,CT-YAN-2-18,1130,4177,t
YAN,CT-YAN-2-19,888,2769,t
YAN,CT-YAN-2-20,868,1370,t
YAN,CT-YAN-2-21,622,18,t
YAN,CT-YAN-2-22,716,1243,t
YAN,CT-YAN-2-23,592,1976,f
YAN,CT-YAN-2-23.1,592,1966,t
YAN,CT-YAN-2-24,575,1965,t
YAN,CT-YAN-2-25,1030,2767,t
YAN,CT-YAN-2-26,953,1561,t
YAN,CT-YAN-2-27,795,1689,t
YAN,CT-YAN-2-28,601,2845,t
YAN,CT-YAN-2-29,1180,2995,t
YAN,CT-YAN-2-30,1006,1897,t
YAS,CT-YAS-1-01,245,514,t
YAS,CT-YAS-1-02,271,854,t
YAS,CT-YAS-1-03,255,1365,t
YAS,CT-YAS-1-04,233,632,t
YAS,CT-YAS-1-05,243,677,t
YAS,CT-YAS-1-06,260,1437,t
YAS,CT-YAS-1-07,286,1433,t
YAS,CT-YAS-1-08,247,994,t
YAS,CT-YAS-1-09,271,1857,t
YAS,CT-YAS-1-10,257,1842,t
YAS,CT-YAS-1-11,241,1174,t
YAS,CT-YAS-1-12,245,1521,t
YAS,CT-YAS-1-13,273,2706,t
YAS,CT-YAS-1-14,254,2315,t
YAS,CT-YAS-1-15,264,1014,t
YAS,CT-YAS-1-16,247,1047,t
YAS,CT-YAS-1-17,249,749,t
YAS,CT-YAS-1-18,300,2291,t
YAS,CT-YAS-1-19,297,3355,t
YAS,CT-YAS-1-20,284,2832,t
YAS,CT-YAS-1-21,254,1769,t
YAS,CT-YAS-1-22,247,572,t
YAS,CT-YAS-1-23,251,553,t
YAS,CT-YAS-1-24,307,3467,t
YAS,CT-YAS-1-25,254,2468,t
YAS,CT-YAS-1-26,250,1631,t
YAS,CT-YAS-1-27,269,1405,t
YAS,CT-YAS-1-28,254,1715,t
YAS,CT-YAS-1-29,234,650,t
YAS,CT-YAS-1-30,234,725,t
YAS,CT-YAS-2-01,243,839,t
YAS,CT-YAS-2-02,227,45,t
YAS,CT-YAS-2-03,231,153,t
YAS,CT-YAS-2-04,243,806,t
YAS,CT-YAS-2-05,302,1309,t
YAS,CT-YAS-2-06,253,941,t
YAS,CT-YAS-2-07,240,360,t
YAS,CT-YAS-2-08,243,480,t
YAS,CT-YAS-2-09,249,508,t
YAS,CT-YAS-2-10,279,1550,t
YAS,CT-YAS-2-11,276,1014,t
YAS,CT-YAS-2-12,281,2216,t
YAS,CT-YAS-2-13,240,1718,t
YAS,CT-YAS-2-14,307,689,t
YAS,CT-YAS-2-15,273,1076,t
YAS,CT-YAS-2-16,234,1165,t
YAS,CT-YAS-2-17,245,477,t
YAS,CT-YAS-2-18,236,423,t
YAS,CT-YAS-2-19,241,1408,t
YAS,CT-YAS-2-20,251,458,t
YAS,CT-YAS-2-21,220,17,t
YAS,CT-YAS-2-22,244,577,t
YAS,CT-YAS-2-23,256,1734,t
YAS,CT-YAS-2-24,232,242,t
YAS,CT-YAS-2-25,236,235,t
YAS,CT-YAS-2-26,241,1021,t
YAS,CT-YAS-2-27,245,1636,t
YAS,CT-YAS-2-28,234,745,t
YAS,CT-YAS-2-29,239,408,t
YAS,CT-YAS-2-30,243,391,t
