"Site.Code","Latitude"
"BBS",-5.660064711
"BCI",9.16277888844414
"BIF",-1.00973256
"CAX",-1.76955939
"COU",-11.91861461
"CSN",4.77909833333333
"KRP",5.043633945
"MAS",-2.66008553444444
"NAK",18.4161628833333
"NNN",2.49772849421875
"PSH",3.08176435324942
"RNF",-21.2371676666667
"UDZ",-7.7709074557377
"VB-",10.3267807628626
"YAN",-10.3718588593651
"YAS",-0.675937926666667
